"Effective February 1, 2025",,
,,
,Part ID,LIST PRICE
,KSFV15TL3S,"$1,992.00 "
,KSFV15VH1S,"$2,247.00 "
,KSFV15VH3S,"$2,028.00 "
,KSFV15VL1S,"$2,247.00 "
,KSFV15VL3S,"$2,030.00 "
,KSFV18RH1S,"$2,424.00 "
,KSFV18RH3S,"$2,351.00 "
,KSFV18SH1S,"$2,452.00 "
,KSFV18SH3S,"$2,351.00 "
,KSFV18SL1S,"$2,459.00 "
,KSFV18SL3S,"$2,359.00 "
,KSFV18TH1S,"$2,579.00 "
,KSFV18TH3S,"$2,372.00 "
,KSFV18TL1S,"$2,582.00 "
,KSFV18TL3S,"$2,375.00 "
,KSFV18VH1S,"$2,674.00 "
,KSFV18VH3S,"$2,420.00 "
,KSFV18VL1S,"$2,683.00 "
,KSFV18VL3S,"$2,428.00 "
,L100E,$366.00 
,L100EL,$431.00 
,L150E,$388.00 
,L150EL,$454.00 
,L200E,$431.00 
,L200EL,$497.00 
,L250E,$454.00 
,L250EL,$519.00 
,L300E,$475.00 
,L300EL,$539.00 
,L400,"$1,146.00 "
,L400L,"$1,280.00 "
,L500,"$1,265.00 "
,L500L,"$1,388.00 "
,L700,"$1,386.00 "
,L700L,"$1,475.00 "
,LCE20MH1S,$956.00 
,LCE20MH3S,$984.00 
,LCE20PH1S,$978.00 
,LCE20PH3S,$967.00 
,LCE20QH1S,"$1,124.00 "
,LCE20QH3S,"$1,058.00 "
,LCE20RH1S,"$1,180.00 "
,LCE20RH3S,$990.00 
,LCE24MH1S,"$1,059.00 "
,LCE24MH3S,"$1,086.00 "
,LCE24PH1S,"$1,085.00 "
,LCE24PH3S,"$1,071.00 "
,LCE24QH1S,"$1,223.00 "
,LCE24QH3S,"$1,160.00 "
,LCE24RH1S,"$1,268.00 "
,LCE24RH3S,"$1,178.00 "
,LCE24SH1S,"$1,474.00 "
,LCE24SH3S,"$1,356.00 "
,LCE24TH1S,"$1,623.00 "
,LCE24TH3S,"$1,406.00 "
,LCE30MH1S,"$1,167.00 "
,LCE30MH3S,"$1,195.00 "
,LCE30PH1S,"$1,189.00 "
,LCE30PH3S,"$1,175.00 "
,LCE30QH1S,"$1,305.00 "
,LCE30QH3S,"$1,239.00 "
,LCE30RH1S,"$1,355.00 "
,LCE30RH3S,"$1,264.00 "
,LCE30SH1S,"$1,560.00 "
,LCE30SH3S,"$1,442.00 "
,LCE30TH1S,"$1,695.00 "
,LCE30TH3S,"$1,480.00 "
,LCE36PH1S,"$1,197.00 "
,LCE36PH3S,"$1,183.00 "
,LCE36QH1S,"$1,322.00 "
,LCE36QH3S,"$1,255.00 "
,LCE36RH1S,"$1,382.00 "
,LCE36RH3S,"$1,290.00 "
,LCE36SH1S,"$1,565.00 "
,LCE36SH3S,"$1,447.00 "
,LCE36TH1S,"$1,711.00 "
,LCE36TH3S,"$1,492.00 "
,LCE36VH1S,"$1,877.00 "
,LCE36VH3S,"$1,413.00 "
,LCE42PH1S,"$1,458.00 "
,LCE42PH3S,"$1,446.00 "
,LCE42QH1S,"$1,579.00 "
,LCE42QH3S,"$1,515.00 "
,LCE42RH1S,"$1,597.00 "
,LCE42RH3S,"$1,508.00 "
,LCE42SH1S,"$1,776.00 "
,LCE42SH3S,"$1,660.00 "
,LCE42TH1S,"$1,923.00 "
,LCE42TH3S,"$1,705.00 "
,LCE42VH1S,"$2,083.00 "
,LCE42VH3S,"$1,619.00 "
,LCE48QH1S,"$1,683.00 "
,LCE48QH3S,"$1,618.00 "
,LCE48RH1S,"$1,717.00 "
,LCE48RH3S,"$1,626.00 "
,LCE48SH1S,"$1,877.00 "
,LCE48SH3S,"$1,756.00 "
,LCE48TH1S,"$2,015.00 "
,LCE48TH3S,"$1,800.00 "
,LCE48VH1S,"$2,195.00 "
,LCE48VH3S,"$1,732.00 "
,LCE54RH1S,"$2,322.00 "
,LCE54RH3S,"$2,231.00 "
,LCE54SH1S,"$2,523.00 "
,LCE54SH3S,"$2,407.00 "
,LCE54TH1S,"$2,639.00 "
,LCE54TH3S,"$2,423.00 "
,LCE54VH1S,"$2,821.00 "
,LCE54VH3S,"$2,359.00 "
,LCE54WH3S,"$2,629.00 "
,LCE60SH1S,"$2,538.00 "
,LCE60SH3S,"$2,421.00 "
,LCE60TH1S,"$2,672.00 "
,LCE60TH3S,"$2,458.00 "
,LCE60VH1S,"$2,858.00 "
,LCE60VH3S,"$2,394.00 "
,LCE60WH3S,"$2,652.00 "
,LCS20MH1S,"$1,021.00 "
,LCS20MH3S,"$1,046.00 "
,LCS20PH1S,"$1,041.00 "
,LCS20PH3S,"$1,029.00 "
,LCS20QH1S,"$1,196.00 "
,LCS20QH3S,"$1,126.00 "
,LCS20RH1S,"$1,255.00 "
,LCS20RH3S,"$1,057.00 "
,LCS24MH1S,"$1,108.00 "
,LCS24MH3S,"$1,136.00 "
,LCS24PH1S,"$1,134.00 "
,LCS24PH3S,"$1,121.00 "
,LCS24QH1S,"$1,279.00 "
,LCS24QH3S,"$1,213.00 "
,LCS24RH1S,"$1,327.00 "
,LCS24RH3S,"$1,234.00 "
,LCS24SH1S,"$1,541.00 "
,LCS24SH3S,"$1,419.00 "
,LCS24TH1S,"$1,698.00 "
,LCS24TH3S,"$1,471.00 "
,LCS30MH1S,"$1,221.00 "
,LCS30MH3S,"$1,250.00 "
,LCS30PH1S,"$1,245.00 "
,LCS30PH3S,"$1,233.00 "
,LCS30QH1S,"$1,365.00 "
,LCS30QH3S,"$1,298.00 "
,LCS30RH1S,"$1,418.00 "
,LCS30RH3S,"$1,323.00 "
,LCS30SH1S,"$1,633.00 "
,LCS30SH3S,"$1,511.00 "
,LCS30TH1S,"$1,774.00 "
,LCS30TH3S,"$1,549.00 "
,LCS36PH1S,"$1,251.00 "
,LCS36PH3S,"$1,238.00 "
,LCS36QH1S,"$1,383.00 "
,LCS36QH3S,"$1,313.00 "
,LCS36RH1S,"$1,444.00 "
,LCS36RH3S,"$1,348.00 "
,LCS36SH1S,"$1,634.00 "
,LCS36SH3S,"$1,514.00 "
,LCS36TH1S,"$1,786.00 "
,LCS36TH3S,"$1,560.00 "
,LCS36VH1S,"$1,962.00 "
,LCS36VH3S,"$1,477.00 "
,LCS42PH1S,"$1,532.00 "
,LCS42PH3S,"$1,519.00 "
,LCS42QH1S,"$1,660.00 "
,LCS42QH3S,"$1,590.00 "
,LCS42RH1S,"$1,678.00 "
,LCS42RH3S,"$1,583.00 "
,LCS42SH1S,"$1,867.00 "
,LCS42SH3S,"$1,742.00 "
,LCS42TH1S,"$2,020.00 "
,LCS42TH3S,"$1,792.00 "
,LCS42VH1S,"$2,188.00 "
,LCS42VH3S,"$1,699.00 "
,LCS48QH1S,"$1,746.00 "
,LCS48QH3S,"$1,678.00 "
,LCS48RH1S,"$1,782.00 "
,LCS48RH3S,"$1,685.00 "
,LCS48SH1S,"$1,947.00 "
,LCS48SH3S,"$1,823.00 "
,LCS48TH1S,"$2,088.00 "
,LCS48TH3S,"$1,864.00 "
,LCS48VH1S,"$2,277.00 "
,LCS48VH3S,"$1,797.00 "
,LCS54RH1S,"$2,427.00 "
,LCS54RH3S,"$2,333.00 "
,LCS54SH1S,"$2,638.00 "
,LCS54SH3S,"$2,515.00 "
,LCS54TH1S,"$2,759.00 "
,LCS54TH3S,"$2,531.00 "
,LCS54VH1S,"$2,949.00 "
,LCS54VH3S,"$2,463.00 "
,LCS54WH3S,"$2,746.00 "
,LCS60SH1S,"$2,751.00 "
,LCS60SH3S,"$2,626.00 "
,LCS60TH1S,"$2,899.00 "
,LCS60TH3S,"$2,664.00 "
,LCS60VH1S,"$3,099.00 "
,LCS60VH3S,"$2,595.00 "
,LCS60WH3S,"$2,875.00 "
,LPD061AS,$505.00 
,LPD081AS,$573.00 
,LT-100,$119.00 
,M13F10X10X2,$45.00 
,M13F8X7X2,$45.00 
,M13F8X8X2,$37.00 
,M8F10X10X2,$28.00 
,M8F8X8X2,$29.00 
,MA220,$372.00 
,MBR-125,$47.00 
,MBR-150,$55.00 
,MBR-200,$67.00 
,MBR-250,$83.00 
,MBR-315,$94.00 
,MCA-100,$71.00 
,MCA-125,$81.00 
,MCA-150,$83.00 
,MCA-200,$128.00 
,MCA-250,$173.00 
,MCA-315,$200.00 
,MD10,$144.00 
,MD12,$154.00 
,MD14,$166.00 
,MD4,$106.00 
,MD4-ES24VK,$211.00 
,MD5,$107.00 
,MD5-ES24VK,$212.00 
,MD6,$109.00 
,MD6-ES24VK,$214.00 
,MD8,$120.00 
,MD8-ES24VK,$224.00 
,MFL-200,$247.00 
,MFL-250,$343.00 
,MFL-315,$381.00 
,MG1,$69.00 
,MGSQB1012,$189.00 
,MGSQB15,$189.00 
,MGSQB18,$189.00 
,MGSQB2024,$276.00 
,MGSQB78,$189.00 
,MP2781,$284.00 
,MRJ100,$65.00 
,MRJ125,$67.00 
,MRJ150,$76.00 
,MRJ200,$84.00 
,MRJ250,$87.00 
,MTR-ACL,$720.00 
,PAL-TR130,"$10,944.00 "
,PAL-TR200,"$6,976.00 "
,PAL-TR90,"$11,380.00 "
,PAL-TR90G,"$10,700.00 "
,PAL-TRe200,"$12,256.00 "
,PAL-TRe300,"$8,048.00 "
,PAL-TRe90,"$13,410.00 "
,PAL-TRe90H,"$13,410.00 "
,PAL-TRLPe110 ,"$16,580.00 "
,PAL-TRLPe110H,"$16,580.00 "
,PC110XFP,$535.00 
,PC110XP,$209.00 
,PC150XP,$255.00 
,PC3S,$31.00 
,PC50G-1,$28.00 
,PC50XP,$131.00 
,PC80XFP,$506.00 
,PC80XP,$202.00 
,PCD110XIAQS,$105.00 
,PCD110XP,$302.00 
,PCD80XH,$50 
,PCD80XHP,$165.00 
,PCDC6,$9.27 
,PCDLEDMGP,$220.00 
,PCDLMGP,$112.00 
,PCDLMGRDP,$229.00 
,PCGP,$36.00 
,PCHP,$248.00 
,PCHS,$78.00 
,PCHSP,$78.00 
,PCIAQSP,$151.00 
,PCLEDKP,$139.00 
,PCLEDKRDP,$255.00 
,PCLEDMHKP,$305.00 
,PCLKP,$103.00 
,PCLMHKP,$212.00 
,PCLMHKP,$40.00 
,PCLP100,$40.00 
,PCLP100F,$105.00 
,PCLP100XP,$129.00 
,PCLP100XPF,$323.00 
,PCLP80XP,$123.00 
,PCLP80XPF,$304.00 
,PCLPD100XHP,$173.00 
,PCLPG,$36.00 
,PCLPH,$50.00 
,PCLPHS,$16.00 
,PCLPHSP,$65.00 
,PCLPHXP,$164.00 
,PCLPLEDK,$139.00 
,PCLPR4-3,$0.00 
,PCLPSC,$16 
,PCLPSCP,$65.00 
,PCMG,$16 
,PCMGKRD,$171.00 
,PCMGKRDP,$160.00 
,PCMGP,$52.00 
,PCMHKP,$103.00 
,PCMHKRDP,$271.00 
,PCMRG,$51.00 
,PCMRGP,$51.00 
,PCMRGRDP,$169.00 
,PCRD,$119.00 
,PCSC,$78.00 
,PCSCP,$78.00 
,PCV50,$68.00 
,PCV50F,$124.00 
,PCV50H,$105.00 
,PCV80,$107.00 
,PCV80F,$248.00 
,PCV80H,$130.00 
,PCVGP,$28.00 
,PCVLEDKP,$133.00 
,PCVLEDKRDP,$237.00 
,PCVLK,$25 
,PCVRD,$101.00 
,PDR6-4,$8.00 
,PER-100W,$20.00 
,PER-150W,$31.00 
,PER-200W,$88.00 
,PER-250W,$95.00 
,PER-355W,$118.00 
,PER-450W,$147.00 
,PER-500W,$180.00 
,PF-BRKT,$10.00 
,PG-100,$25.00 
,PG-150,$30.00 
,PRF-100,$224.00 
,PRFIK-43,$98.00 
,PRFIK-44,$89.00 
,PR-M,$36.00 
,PV-100X,$266.00 
,PV-100XPS,$365.00 
,PV-125X,$269.00 
,PV-150X,$333.00 
,PV-200X,$465.00 
,PV-250X,$532.00 
,PV-315X,$723.00 
,PV-DEDPV,$576.00 
,R24V,$33.00 
,RC-10,$95.00 
,RC-4,$59.00 
,RC-6,$91.00 
,RC-8,$95.00 
,RCXII06S,$177.00 
,RCXII06SFS,$175.00 
,RCXII08S,$189.00 
,RCXII08SFS,$187.00 
,RCXII10S,$236.00 
,RCXII10SFS,$233.00 
,RCXII12S,$258.00 
,RCXII12SFS,$253.00 
,RCXII14S,$341.00 
,RCXII14SFS,$340.00 
,RCXII16S,$343.00 
,RCXII16SFS,$341.00 
,RCXII18S,$429.00 
,RCXII18SFS,$428.00 
,RCXII20S,$484.00 
,RCXII20SFS,$482.00 
,RCXII24S,$984.00 
,RCXII26S,"$1,074.00 "
,RCXII30S,"$1,151.00 "
,RCXII33S,"$1,620.00 "
,RCXII36S,"$1,714.00 "
,RD1,$224.00 
,RD3,$382.00 
,RF10-160AC,$393.00 
,RF10-160AC-ES24V,$459.00 
,RF10-160AC-P,$390.00 
,RF10-160AC-P-ES24V,$455.00 
,RF10-160EC,$659.00 
,RF10-160EC-ES24V,$800.00 
,RF10-160EC-P,$665.00 
,RF10-160EC-P-ES24V,$775.00 
,RF8-120AC,$345.00 
,RF8-120AC-ES24V,$441.00 
,RF8-120EC,$618.00 
,RF8-120EC-ES24V,$763.00 
,RFV8-120AC-ES24V,$346.00 
,S3GA12CB,$154.00 
,S3GA16CB,$182.00 
,S3GA20CB,$273.00 
,S3GA20RF,$232.00 
,S3GA24CB,$437.00 
,S3GA26CB,$437.00 
,S3GA26RF,$259.00 
,S3GA32RF,$315.00 
,S3GA34CB,$384.00 
,S3GA38RF,$427.00 
,S3GA44RF,$590.00 
,S3GA50RF,$679.00 
,S3GA56,$870.00 
,S3GA56RF,$870.00 
,S3GA62,"$1,037.00 "
,S3GA62RF,"$1,037.00 "
,SCO2-W,"$1,015.00 "
,SCR-10,$111.00 
,SCR-15,$145.00 
,SCR210,$120.00 
,SCS5,$116.00 
,SC-TRCe,$119.00 
,SDB06MH1S,$983.00 
,SDB06MH3S,"$1,133.00 "
,SDB06ML1S,$983.00 
,SDB06ML3S,"$1,133.00 "
,SDB06MM1S,$983.00 
,SDB06MM3S,"$1,133.00 "
,SDB07MH1S,$983.00 
,SDB07MH3S,"$1,140.00 "
,SDB07ML1S,$983.00 
,SDB07ML3S,"$1,133.00 "
,SDB07MM1S,$983.00 
,SDB07MM3S,"$1,133.00 "
,SDB08MH1S,$983.00 
,SDB08MH3S,"$1,133.00 "
,SDB08ML1S,$983.00 
,SDB08ML3S,"$1,133.00 "
,SDB08MM1S,$983.00 
,SDB08MM3S,"$1,133.00 "
,SDB08PH1S,$984.00 
,SDB08PH3S,"$1,134.00 "
,SDB10MH1S,"$1,134.00 "
,SDB10MH3S,"$1,201.00 "
,SDB10ML1S,"$1,134.00 "
,SDB10ML3S,"$1,201.00 "
,SDB10PH1S,"$1,158.00 "
,SDB10PH3S,"$1,207.00 "
,SDB12MH1S,"$1,213.00 "
,SDB12MH3S,"$1,284.00 "
,SDB12PH1S,"$1,232.00 "
,SDB12PH3S,"$1,286.00 "
,SDB12QH1S,"$1,222.00 "
,SDB12QH3S,"$1,321.00 "
,SDB14MH1S,"$1,214.00 "
,SDB14MH3S,"$1,322.00 "
,SDB14PH1S,"$1,233.00 "
,SDB14PH3S,"$1,280.00 "
,SDB14QH1S,"$1,259.00 "
,SDB14QH3S,"$1,322.00 "
,SDB14RH1S,"$1,379.00 "
,SDB14RH3S,"$1,324.00 "
,SDB14SH1S,"$1,419.00 "
,SDB14SH3S,"$1,373.00 "
,SDB15MH1S,"$1,229.00 "
,SDB15MH3S,"$1,354.00 "
,SDB15PH1S,"$1,258.00 "
,SDB15PH3S,"$1,362.00 "
,SDB15QH1S,"$1,291.00 "
,SDB15QH3S,"$1,361.00 "
,SDB15RH1S,"$1,423.00 "
,SDB15RH3S,"$1,366.00 "
,SDB15SH1S,"$1,461.00 "
,SDB15SH3S,"$1,418.00 "
,SDB16MH1S,"$1,329.00 "
,SDB16MH3S,"$1,452.00 "
,SDB16PH1S,"$1,358.00 "
,SDB16PH3S,"$1,459.00 "
,SDB16QH1S,"$1,388.00 "
,SDB16QH3S,"$1,455.00 "
,SDB16RH1S,"$1,562.00 "
,SDB16RH3S,"$1,459.00 "
,SDB16SH1S,"$1,616.00 "
,SDB16SH3S,"$1,510.00 "
,SDB18PH1S,"$1,584.00 "
,SDB18PH3S,"$1,683.00 "
,SDB18QH1S,"$1,617.00 "
,SDB18QH3S,"$1,683.00 "
,SDB18RH1S,"$1,612.00 "
,SDB18RH3S,"$1,695.00 "
,SDB18SH1S,"$1,848.00 "
,SDB18SH3S,"$1,706.00 "
,SDB18TH1S,"$1,984.00 "
,SDB18TH3S,"$1,744.00 "
,SDB18VH1S,"$2,058.00 "
,SDB18VH3S,"$1,769.00 "
,SDB20PH1S,"$1,672.00 "
,SDB20PH3S,"$1,741.00 "
,SDB20QH1S,"$1,750.00 "
,SDB20QH3S,"$1,741.00 "
,SDB20RH1S,"$1,848.00 "
,SDB20RH3S,"$1,750.00 "
,SDB20SH1S,"$1,934.00 "
,SDB20SH3S,"$1,762.00 "
,SDB20TH1S,"$2,071.00 "
,SDB20TH3S,"$1,800.00 "
,SDB20VH1S,"$2,144.00 "
,SDB20VH3S,"$1,825.00 "
,SDB22PH1S,"$1,797.00 "
,SDB22PH3S,"$1,869.00 "
,SDB22QH1S,"$1,879.00 "
,SDB22QH3S,"$1,869.00 "
,SDB22RH1S,"$1,920.00 "
,SDB22RH3S,"$1,879.00 "
,SDB22SH1S,"$2,065.00 "
,SDB22SH3S,"$1,890.00 "
,SDB22TH1S,"$2,208.00 "
,SDB22TH3S,"$1,929.00 "
,SDB22VH1S,"$2,283.00 "
,SDB22VH3S,"$1,955.00 "
,SDB24PH1S,"$2,321.00 "
,SDB24PH3S,"$2,324.00 "
,SDB24QH1S,"$2,372.00 "
,SDB24QH3S,"$2,295.00 "
,SDB24RH1S,"$2,336.00 "
,SDB24RH3S,"$2,336.00 "
,SDB24SH3S,"$2,319.00 "
,SDB24TH3S,"$2,350.00 "
,SDB24VH3S,"$2,378.00 "
,SDBD06CJH1AS,$548.00 
,SDBD06JH1AS,$548.00 
,SDBD07JH1AS,$579.00 
,SDBD08HM1AS,$638.00 
,SDBD08JH1AS,$588.00 
,SDBD08MH1AS,$740.00 
,SDBD10MM1AS,$782.00 
,SDBD10PH1AS,$834.00 
,SDBD12MM1AS,$968.00 
,SDBD12QH1AS,"$1,067.00 "
,SDBD14MM1AS,$972.00 
,SDBD15QM1AS,"$1,206.00 "
,SDBD16QM1AS,"$1,257.00 "
,SDL10X4,$100.00 
,SDL12X12,$166.00 
,SDL16X16,$188.00 
,SDL16X8,$157.00 
,SDL20X10,$174.00 
,SDL20X20,$244.00 
,SDL24X12,$205.00 
,SDL24X24,$315.00 
,SFM,$131.00 
,SHW-20,$59.00 
,SIL-200,$310.00 
,SIL-250,$354.00 
,SIL-315,$501.00 
,SMC-C,$357.00 
,SMC-W,$464.00 
,SPBL,$50.00 
,SPBT,$69.00 
,SPT-100X,$131.00 
,SPTL,$104.00 
,SQB07MH1S,"$1,649.00 "
,SQB07MH3S,"$1,710.00 "
,SQB07ML1S,"$1,649.00 "
,SQB07ML3S,"$1,710.00 "
,SQB07PH1S,"$1,674.00 "
,SQB07PH3S,"$1,710.00 "
,SQB08MH1S,"$1,627.00 "
,SQB08MH3S,"$1,691.00 "
,SQB08ML1S,"$1,627.00 "
,SQB08ML3S,"$1,691.00 "
,SQB08PH1S,"$1,657.00 "
,SQB08PH3S,"$1,820.00 "
,SQB08QH1S,"$1,746.00 "
,SQB08QH3S,"$1,823.00 "
,SQB10MH1S,"$1,618.00 "
,SQB10MH3S,"$1,765.00 "
,SQB10PH1S,"$1,642.00 "
,SQB10PH3S,"$1,793.00 "
,SQB10QH1S,"$1,733.00 "
,SQB10QH3S,"$1,800.00 "
,SQB10RH1S,"$1,816.00 "
,SQB10RH3S,"$1,823.00 "
,SQB12MH1S,"$1,815.00 "
,SQB12MH3S,"$1,986.00 "
,SQB12PH1S,"$1,853.00 "
,SQB12PH3S,"$2,016.00 "
,SQB12QH1S,"$1,928.00 "
,SQB12QH3S,"$2,025.00 "
,SQB12RH1S,"$2,016.00 "
,SQB12RH3S,"$2,039.00 "
,SQB12SH1S,"$2,049.00 "
,SQB12SH3S,"$2,051.00 "
,SQB15MH1S,"$2,001.00 "
,SQB15MH3S,"$2,161.00 "
,SQB15PH1S,"$2,034.00 "
,SQB15PH3S,"$2,198.00 "
,SQB15QH1S,"$2,103.00 "
,SQB15QH3S,"$2,049.00 "
,SQB15RH1S,"$2,183.00 "
,SQB15RH3S,"$2,072.00 "
,SQB15SH1S,"$2,356.00 "
,SQB15SH3S,"$2,079.00 "
,SQB15TH1S,"$2,361.00 "
,SQB15TH3S,"$2,262.00 "
,SQB18PH1S,"$2,324.00 "
,SQB18PH3S,"$2,471.00 "
,SQB18QH1S,"$2,344.00 "
,SQB18QH3S,"$2,316.00 "
,SQB18RH1S,"$2,436.00 "
,SQB18RH3S,"$2,332.00 "
,SQB18SH1S,"$2,470.00 "
,SQB18SH3S,"$2,510.00 "
,SQB18TH1S,"$2,476.00 "
,SQB18TH3S,"$2,519.00 "
,SQB18VH1S,"$2,941.00 "
,SQB18VH3S,"$2,568.00 "
,SQB20PH1S,"$2,597.00 "
,SQB20PH3S,"$2,661.00 "
,SQB20QH1S,"$2,654.00 "
,SQB20QH3S,"$2,658.00 "
,SQB20RH1S,"$2,740.00 "
,SQB20RH3S,"$2,674.00 "
,SQB20SH1S,"$2,794.00 "
,SQB20SH3S,"$2,829.00 "
,SQB20TH1S,"$3,135.00 "
,SQB20TH3S,"$2,866.00 "
,SQB20VH1S,"$3,295.00 "
,SQB20VH3S,"$2,926.00 "
,SQB24QH1S,"$3,392.00 "
,SQB24QH3S,"$3,334.00 "
,SQB24RH1S,"$3,461.00 "
,SQB24RH3S,"$3,348.00 "
,SQB24SH1S,"$3,461.00 "
,SQB24SH3S,"$3,354.00 "
,SQB24TH1S,"$3,826.00 "
,SQB24TH3S,"$3,589.00 "
,SQB24VH1S,"$3,990.00 "
,SQB24VH3S,"$3,636.00 "
,SQB24WH3S,"$4,207.00 "
,SQD10251AS,"$1,203.00 "
,SQD10251CS,"$1,185.00 "
,SQD10501AS,"$1,202.00 "
,SQD10501CS,"$1,184.00 "
,SQD12251AS,"$1,433.00 "
,SQD12251CS,"$1,407.00 "
,SQD12501AS,"$1,461.00 "
,SQD12501CS,"$1,434.00 "
,SQD15501AS,"$1,657.00 "
,SQD15501CS,"$1,630.00 "
,SQD601AS,$688.00 
,SQD8251AS,"$1,119.00 "
,SQD8251CS,"$1,102.00 "
,SR10-8,$29.00 
,SR315-12,$37.00 
,SR5-4,$22.00 
,SR5-4M,$22.00 
,SR6-4,$24.00 
,SR8-6,$24.00 
,SRT-30,$68.00 
,STC7D-W,$307.00 
,STXB08RHULMH1S,"$1,308.00 "
,STXB08RHULMH3S,"$1,461.00 "
,STXB08RHULML1S,"$1,308.00 "
,STXB08RHULML3S,"$1,461.00 "
,STXB08RHULMM1S,"$1,308.00 "
,STXB08RHULMM3S,"$1,461.00 "
,STXB08RHULPH1S,"$1,333.00 "
,STXB08RHULPH3S,"$1,489.00 "
,STXB10RHULMH1S,"$1,337.00 "
,STXB10RHULMH3S,"$1,351.00 "
,STXB10RHULPH1S,"$1,364.00 "
,STXB10RHULPH3S,"$1,419.00 "
,STXB12RHULMH1S,"$1,341.00 "
,STXB12RHULMH3S,"$1,423.00 "
,STXB12RHULPH1S,"$1,371.00 "
,STXB12RHULPH3S,"$1,423.00 "
,STXB12RHULQH1S,"$1,433.00 "
,STXB12RHULQH3S,"$1,527.00 "
,STXB14RHULMH1S,"$1,494.00 "
,STXB14RHULMH3S,"$1,579.00 "
,STXB14RHULPH1S,"$1,522.00 "
,STXB14RHULPH3S,"$1,579.00 "
,STXB14RHULQH1S,"$1,588.00 "
,STXB14RHULQH3S,"$1,684.00 "
,STXB14RHULRH1S,"$1,519.00 "
,STXB14RHULRH3S,"$1,602.00 "
,STXB14RHULSH1S,"$1,546.00 "
,STXB14RHULSH3S,"$1,602.00 "
,STXB15RHULMH1S,"$1,561.00 "
,STXB15RHULMH3S,"$1,638.00 "
,STXB15RHULPH1S,"$1,556.00 "
,STXB15RHULPH3S,"$1,603.00 "
,STXB15RHULQH1S,"$1,618.00 "
,STXB15RHULQH3S,"$1,652.00 "
,STXB15RHULRH1S,"$1,821.00 "
,STXB15RHULRH3S,"$1,708.00 "
,STXB15RHULSH1S,"$1,821.00 "
,STXB15RHULSH3S,"$1,719.00 "
,STXB16RHULMH1S,"$1,652.00 "
,STXB16RHULMH3S,"$1,734.00 "
,STXB16RHULPH1S,"$1,797.00 "
,STXB16RHULPH3S,"$1,868.00 "
,STXB16RHULQH1S,"$1,813.00 "
,STXB16RHULQH3S,"$1,889.00 "
,STXB16RHULRH1S,"$1,959.00 "
,STXB16RHULRH3S,"$1,938.00 "
,STXB16RHULSH1S,"$2,022.00 "
,STXB16RHULSH3S,"$2,031.00 "
,STXB18RHULPH1S,"$1,974.00 "
,STXB18RHULPH3S,"$2,008.00 "
,STXB18RHULQH1S,"$2,012.00 "
,STXB18RHULQH3S,"$2,046.00 "
,STXB18RHULRH1S,"$2,169.00 "
,STXB18RHULRH3S,"$2,104.00 "
,STXB18RHULSH1S,"$2,225.00 "
,STXB18RHULSH3S,"$2,118.00 "
,STXB18RHULTH1S,"$2,336.00 "
,STXB18RHULTH3S,"$2,153.00 "
,STXB18RHULVH1S,"$2,382.00 "
,STXB18RHULVH3S,"$2,198.00 "
,STXB20RHULPH1S,"$2,261.00 "
,STXB20RHULPH3S,"$2,233.00 "
,STXB20RHULQH1S,"$2,306.00 "
,STXB20RHULQH3S,"$2,280.00 "
,STXB20RHULRH1S,"$2,472.00 "
,STXB20RHULRH3S,"$2,286.00 "
,STXB20RHULSH1S,"$2,566.00 "
,STXB20RHULSH3S,"$2,402.00 "
,STXB20RHULTH1S,"$2,655.00 "
,STXB20RHULTH3S,"$2,452.00 "
,STXB20RHULVH1S,"$2,710.00 "
,STXB20RHULVH3S,"$2,501.00 "
,STXB22RHULPH1S,"$2,332.00 "
,STXB22RHULPH3S,"$2,298.00 "
,STXB22RHULQH1S,"$2,376.00 "
,STXB22RHULQH3S,"$2,346.00 "
,STXB22RHULRH1S,"$2,546.00 "
,STXB22RHULRH3S,"$2,356.00 "
,STXB22RHULSH1S,"$2,641.00 "
,STXB22RHULSH3S,"$2,474.00 "
,STXB22RHULTH1S,"$2,734.00 "
,STXB22RHULTH3S,"$2,525.00 "
,STXB22RHULVH1S,"$2,790.00 "
,STXB22RHULVH3S,"$2,578.00 "
,STXB24RHULPH1S,"$2,712.00 "
,STXB24RHULPH3S,"$2,764.00 "
,STXB24RHULQH1S,"$2,777.00 "
,STXB24RHULQH3S,"$2,810.00 "
,STXB24RHULRH1S,"$2,931.00 "
,STXB24RHULRH3S,"$2,867.00 "
,STXB24RHULSH1S,"$2,981.00 "
,STXB24RHULSH3S,"$2,859.00 "
,STXB24RHULTH3S,"$2,913.00 "
,STXB24RHULVH3S,"$2,926.00 "
,STXD06CJH1AS,$821.00 
,STXD06JH1AS,$848.00 
,STXD07JH1AS,$857.00 
,STXD08HM1AS,$980.00 
,STXD08MH1AS,"$1,070.00 "
,STXD10RHULMM1AS,"$1,292.00 "
,STXD10RHULPH1AS,"$1,342.00 "
,STXD12RHULMM1AS,"$1,399.00 "
,STXD12RHULQH1AS,"$1,459.00 "
,STXD14RHULMM1AS,"$1,364.00 "
,STXD15RHULQM1AS,"$1,565.00 "
,STXD16RHULQM1AS,"$1,639.00 "
,SWF-100,$326.00 
,SWF-100X,$345.00 
,SWF-150,$357.00 
,SWF-150X,$476.00 
,SWF-200,$542.00 
,SY-4,$31.00 
,SY-6,$33.00 
,SY66-8,$42.00 
,SY-8,$41.00 
